Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Day ,Hour of Request,Time Slot
4438,Airport,186,Trip Completed,2016-07-14 08:27:23,2016-07-14 09:12:29,Thursday,8,Morning
5521,Airport,186,Trip Completed,2016-07-15 05:19:12,2016-07-15 06:27:48,Friday,5,Night
5832,City,186,Trip Completed,2016-07-15 09:00:26,2016-07-15 09:55:12,Friday,9,Morning
5990,Airport,186,Trip Completed,2016-07-15 11:43:12,2016-07-15 12:40:49,Friday,11,Morning
6254,City,186,Trip Completed,2016-07-15 17:57:37,2016-07-15 18:50:37,Friday,17,Evening
320,City,187,Trip Completed,2016-07-11 07:32:00,2016-07-11 08:44:00,Monday,7,Morning
717,City,187,Trip Completed,2016-07-11 14:52:00,2016-07-11 15:46:00,Monday,14,Afternoon
2074,City,187,Trip Completed,2016-07-12 15:32:00,2016-07-12 16:24:00,Tuesday,15,Afternoon
4576,Airport,187,Trip Completed,2016-07-14 09:57:29,2016-07-14 11:13:05,Thursday,9,Morning
5503,City,187,Trip Completed,2016-07-15 05:11:38,2016-07-15 06:01:35,Friday,5,Night
173,City,188,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:30:00,Monday,5,Night
698,City,188,Trip Completed,2016-07-11 14:00:00,2016-07-11 14:49:00,Monday,14,Afternoon
2039,Airport,188,Trip Completed,2016-07-12 14:29:00,2016-07-12 15:18:00,Tuesday,14,Afternoon
2467,Airport,188,Trip Completed,2016-07-12 20:34:00,2016-07-12 21:41:00,Tuesday,20,Evening
2676,Airport,188,Trip Completed,2016-07-12 23:53:00,2016-07-13 00:26:55,Tuesday,23,Night
3038,City,188,Trip Completed,2016-07-13 07:37:29,2016-07-13 08:33:39,Wednesday,7,Morning
4003,Airport,188,Trip Completed,2016-07-13 23:40:51,2016-07-14 00:38:46,Wednesday,23,Night
4126,City,188,Trip Completed,2016-07-14 04:40:41,2016-07-14 05:53:29,Thursday,4,Night
4611,City,188,Trip Completed,2016-07-14 10:34:17,2016-07-14 11:19:06,Thursday,10,Morning
4975,City,188,Trip Completed,2016-07-14 18:42:37,2016-07-14 19:18:51,Thursday,18,Evening
5664,City,188,Trip Completed,2016-07-15 07:03:01,2016-07-15 07:46:59,Friday,7,Morning
6006,Airport,188,Trip Completed,2016-07-15 12:17:49,2016-07-15 13:25:21,Friday,12,Afternoon
6329,City,188,Trip Completed,2016-07-15 18:43:35,2016-07-15 19:36:59,Friday,18,Evening
2779,Airport,189,Trip Completed,2016-07-13 04:46:08,2016-07-13 05:41:19,Wednesday,4,Night
4216,Airport,189,Trip Completed,2016-07-14 05:38:23,2016-07-14 06:36:36,Thursday,5,Night
4711,Airport,189,Trip Completed,2016-07-14 13:18:22,2016-07-14 13:56:11,Thursday,13,Afternoon
4825,City,189,Trip Completed,2016-07-14 17:22:06,2016-07-14 18:17:49,Thursday,17,Evening
6175,City,189,Trip Completed,2016-07-15 16:55:44,2016-07-15 17:49:26,Friday,16,Afternoon
2445,City,190,Trip Completed,2016-07-12 20:18:00,2016-07-12 21:04:00,Tuesday,20,Evening
2714,Airport,190,Trip Completed,2016-07-13 01:52:50,2016-07-13 02:51:32,Wednesday,1,Night
3089,Airport,190,Trip Completed,2016-07-13 08:11:13,2016-07-13 08:53:42,Wednesday,8,Morning
3462,Airport,190,Trip Completed,2016-07-13 17:10:30,2016-07-13 17:52:31,Wednesday,17,Evening
4462,Airport,190,Trip Completed,2016-07-14 08:40:30,2016-07-14 09:22:57,Thursday,8,Morning
4698,City,190,Trip Completed,2016-07-14 13:07:35,2016-07-14 14:13:30,Thursday,13,Afternoon
5098,Airport,190,Trip Completed,2016-07-14 19:50:28,2016-07-14 20:27:04,Thursday,19,Evening
6711,City,190,Trip Completed,2016-07-15 23:07:06,2016-07-16 00:11:21,Friday,23,Night
146,Airport,191,Trip Completed,2016-07-11 05:29:00,2016-07-11 06:08:00,Monday,5,Night
652,Airport,191,Trip Completed,2016-07-11 12:43:00,2016-07-11 13:29:00,Monday,12,Afternoon
1947,Airport,191,Trip Completed,2016-07-12 11:33:00,2016-07-12 12:09:00,Tuesday,11,Morning
2236,Airport,191,Trip Completed,2016-07-12 18:16:00,2016-07-12 19:07:00,Tuesday,18,Evening
3393,City,191,Trip Completed,2016-07-13 14:42:19,2016-07-13 15:58:37,Wednesday,14,Afternoon
4577,Airport,191,Trip Completed,2016-07-14 09:54:17,2016-07-14 10:58:21,Thursday,9,Morning
4932,City,191,Trip Completed,2016-07-14 18:17:33,2016-07-14 18:53:49,Thursday,18,Evening
5419,City,191,Trip Completed,2016-07-15 02:01:30,2016-07-15 02:34:12,Friday,2,Night
5766,City,191,Trip Completed,2016-07-15 08:19:48,2016-07-15 09:18:32,Friday,8,Morning
6261,Airport,191,Trip Completed,2016-07-15 18:07:05,2016-07-15 19:07:36,Friday,18,Evening
800,Airport,192,Trip Completed,2016-07-11 17:13:00,2016-07-11 17:56:00,Monday,17,Evening
1484,Airport,192,Trip Completed,2016-07-12 05:19:00,2016-07-12 05:55:00,Tuesday,5,Night
1989,Airport,192,Trip Completed,2016-07-12 12:30:00,2016-07-12 13:01:00,Tuesday,12,Afternoon
3850,Airport,192,Trip Completed,2016-07-13 21:27:22,2016-07-13 22:05:11,Wednesday,21,Night
4441,City,192,Trip Completed,2016-07-14 08:32:09,2016-07-14 09:19:29,Thursday,8,Morning
4783,Airport,192,Trip Completed,2016-07-14 16:34:22,2016-07-14 17:21:26,Thursday,16,Afternoon
392,Airport,193,Trip Completed,2016-07-11 08:23:00,2016-07-11 09:10:00,Monday,8,Morning
653,City,193,Trip Completed,2016-07-11 12:47:00,2016-07-11 13:53:00,Monday,12,Afternoon
1283,City,193,Trip Completed,2016-07-11 22:09:00,2016-07-11 23:18:00,Monday,22,Night
1860,City,193,Trip Completed,2016-07-12 09:55:00,2016-07-12 10:32:00,Tuesday,9,Morning
1910,Airport,193,Trip Completed,2016-07-12 10:41:00,2016-07-12 11:27:00,Tuesday,10,Morning
2259,Airport,193,Trip Completed,2016-07-12 18:30:00,2016-07-12 19:36:00,Tuesday,18,Evening
2752,Airport,193,Trip Completed,2016-07-13 03:37:35,2016-07-13 04:19:45,Wednesday,3,Night
3385,City,193,Trip Completed,2016-07-13 14:33:34,2016-07-13 15:21:25,Wednesday,14,Afternoon
4915,Airport,193,Trip Completed,2016-07-14 18:12:32,2016-07-14 19:07:04,Thursday,18,Evening
5957,Airport,193,Trip Completed,2016-07-15 10:46:03,2016-07-15 11:26:56,Friday,10,Morning
5992,City,193,Trip Completed,2016-07-15 11:54:17,2016-07-15 12:39:52,Friday,11,Morning
6160,Airport,193,Trip Completed,2016-07-15 16:30:16,2016-07-15 17:39:38,Friday,16,Afternoon
21,Airport,194,Trip Completed,2016-07-11 01:29:00,2016-07-11 02:05:00,Monday,1,Night
106,City,194,Trip Completed,2016-07-11 05:06:00,2016-07-11 05:38:00,Monday,5,Night
512,Airport,194,Trip Completed,2016-07-11 09:47:00,2016-07-11 10:55:00,Monday,9,Morning
760,City,194,Trip Completed,2016-07-11 16:16:00,2016-07-11 16:54:00,Monday,16,Afternoon
1098,City,194,Trip Completed,2016-07-11 20:15:00,2016-07-11 21:03:00,Monday,20,Evening
1314,Airport,194,Trip Completed,2016-07-11 22:44:00,2016-07-11 23:51:00,Monday,22,Night
2746,Airport,194,Trip Completed,2016-07-13 03:14:15,2016-07-13 04:00:42,Wednesday,3,Night
3140,Airport,194,Trip Completed,2016-07-13 08:48:42,2016-07-13 09:41:31,Wednesday,8,Morning
3314,City,194,Trip Completed,2016-07-13 12:06:57,2016-07-13 12:50:35,Wednesday,12,Afternoon
4157,Airport,194,Trip Completed,2016-07-14 05:04:53,2016-07-14 05:32:44,Thursday,5,Night
5340,Airport,194,Trip Completed,2016-07-14 22:32:15,2016-07-14 23:44:30,Thursday,22,Night
6257,Airport,194,Trip Completed,2016-07-15 18:03:39,2016-07-15 19:04:43,Friday,18,Evening
564,Airport,195,Trip Completed,2016-07-11 10:20:00,2016-07-11 11:23:00,Monday,10,Morning
1271,Airport,195,Trip Completed,2016-07-11 22:00:00,2016-07-11 22:38:00,Monday,22,Night
1647,Airport,195,Trip Completed,2016-07-12 07:13:00,2016-07-12 07:51:00,Tuesday,7,Morning
2767,Airport,195,Trip Completed,2016-07-13 04:07:13,2016-07-13 04:59:15,Wednesday,4,Night
3646,Airport,195,Trip Completed,2016-07-13 19:11:00,2016-07-13 19:48:13,Wednesday,19,Evening
4865,Airport,195,Trip Completed,2016-07-14 17:37:10,2016-07-14 18:57:28,Thursday,17,Evening
6055,Airport,195,Trip Completed,2016-07-15 13:35:34,2016-07-15 14:32:22,Friday,13,Afternoon
6679,Airport,195,Trip Completed,2016-07-15 22:26:08,2016-07-15 23:08:05,Friday,22,Night
283,Airport,196,Trip Completed,2016-07-11 07:01:00,2016-07-11 07:32:00,Monday,7,Morning
489,City,196,Trip Completed,2016-07-11 09:29:00,2016-07-11 10:21:00,Monday,9,Morning
1559,Airport,196,Trip Completed,2016-07-12 06:09:00,2016-07-12 06:53:00,Tuesday,6,Morning
2545,Airport,196,Trip Completed,2016-07-12 21:20:00,2016-07-12 21:53:00,Tuesday,21,Night
3333,City,196,Trip Completed,2016-07-13 12:35:14,2016-07-13 13:41:52,Wednesday,12,Afternoon
4037,Airport,196,Trip Completed,2016-07-14 00:32:45,2016-07-14 01:17:01,Thursday,0,Night
4578,Airport,196,Trip Completed,2016-07-14 09:59:09,2016-07-14 11:03:54,Thursday,9,Morning
4664,City,196,Trip Completed,2016-07-14 12:23:06,2016-07-14 12:58:01,Thursday,12,Afternoon
4756,City,196,Trip Completed,2016-07-14 15:20:35,2016-07-14 16:23:03,Thursday,15,Afternoon
5843,Airport,196,Trip Completed,2016-07-15 09:10:25,2016-07-15 09:36:13,Friday,9,Morning
6045,City,196,Trip Completed,2016-07-15 13:19:25,2016-07-15 14:00:39,Friday,13,Afternoon
6735,Airport,196,Trip Completed,2016-07-15 23:35:13,2016-07-16 00:11:44,Friday,23,Night
335,City,197,Trip Completed,2016-07-11 07:39:00,2016-07-11 08:23:00,Monday,7,Morning
558,City,197,Trip Completed,2016-07-11 10:15:00,2016-07-11 11:12:00,Monday,10,Morning
844,City,197,Trip Completed,2016-07-11 17:38:00,2016-07-11 18:48:00,Monday,17,Evening
1186,City,197,Trip Completed,2016-07-11 21:05:00,2016-07-11 22:16:00,Monday,21,Night
1705,City,197,Trip Completed,2016-07-12 08:08:00,2016-07-12 09:00:00,Tuesday,8,Morning
2469,Airport,197,Trip Completed,2016-07-12 20:43:00,2016-07-12 21:35:00,Tuesday,20,Evening
2975,Airport,197,Trip Completed,2016-07-13 06:53:25,2016-07-13 08:04:52,Wednesday,6,Morning
3641,City,197,Trip Completed,2016-07-13 19:04:23,2016-07-13 20:04:51,Wednesday,19,Evening
4476,Airport,197,Trip Completed,2016-07-14 08:50:51,2016-07-14 09:38:30,Thursday,8,Morning
4969,City,197,Trip Completed,2016-07-14 18:41:23,2016-07-14 19:09:31,Thursday,18,Evening
5737,City,197,Trip Completed,2016-07-15 07:49:45,2016-07-15 08:58:00,Friday,7,Morning
6102,City,197,Trip Completed,2016-07-15 14:57:52,2016-07-15 15:30:03,Friday,14,Afternoon
6721,City,197,Trip Completed,2016-07-15 23:23:48,2016-07-16 00:18:48,Friday,23,Night
11,City,198,Trip Completed,2016-07-11 01:00:00,2016-07-11 01:53:00,Monday,1,Night
519,City,198,Trip Completed,2016-07-11 09:43:00,2016-07-11 10:54:00,Monday,9,Morning
1994,Airport,198,Trip Completed,2016-07-12 12:49:00,2016-07-12 13:48:00,Tuesday,12,Afternoon
2483,Airport,198,Trip Completed,2016-07-12 20:46:00,2016-07-12 21:53:00,Tuesday,20,Evening
2635,City,198,Trip Completed,2016-07-12 22:26:00,2016-07-12 23:33:00,Tuesday,22,Night
3545,City,198,Trip Completed,2016-07-13 18:00:59,2016-07-13 18:38:39,Wednesday,18,Evening
4730,City,198,Trip Completed,2016-07-14 14:12:00,2016-07-14 15:25:12,Thursday,14,Afternoon
4976,Airport,198,Trip Completed,2016-07-14 18:46:48,2016-07-14 19:33:36,Thursday,18,Evening
5789,Airport,198,Trip Completed,2016-07-15 08:32:39,2016-07-15 09:15:16,Friday,8,Morning
6030,Airport,198,Trip Completed,2016-07-15 12:54:09,2016-07-15 14:03:29,Friday,12,Afternoon
6616,Airport,198,Trip Completed,2016-07-15 21:51:29,2016-07-15 22:20:19,Friday,21,Night
165,Airport,199,Trip Completed,2016-07-11 05:39:00,2016-07-11 06:11:00,Monday,5,Night
1706,City,199,Trip Completed,2016-07-12 08:11:00,2016-07-12 09:12:00,Tuesday,8,Morning
1821,Airport,199,Trip Completed,2016-07-12 09:31:00,2016-07-12 10:36:00,Tuesday,9,Morning
2629,City,199,Trip Completed,2016-07-12 22:13:00,2016-07-12 22:51:00,Tuesday,22,Night
5227,Airport,199,Trip Completed,2016-07-14 21:02:35,2016-07-14 22:19:25,Thursday,21,Night
5374,City,199,Trip Completed,2016-07-14 23:40:04,2016-07-15 00:46:22,Thursday,23,Night
5823,City,199,Trip Completed,2016-07-15 08:56:31,2016-07-15 10:07:32,Friday,8,Morning
6007,City,199,Trip Completed,2016-07-15 12:15:42,2016-07-15 13:03:40,Friday,12,Afternoon
6736,Airport,199,Trip Completed,2016-07-15 23:36:53,2016-07-16 00:20:14,Friday,23,Night
590,City,200,Trip Completed,2016-07-11 11:20:00,2016-07-11 12:10:00,Monday,11,Morning
779,Airport,200,Trip Completed,2016-07-11 16:40:00,2016-07-11 17:14:00,Monday,16,Afternoon
1085,City,200,Trip Completed,2016-07-11 20:03:00,2016-07-11 20:58:00,Monday,20,Evening
1435,City,200,Trip Completed,2016-07-12 04:46:00,2016-07-12 05:55:00,Tuesday,4,Night
2007,City,200,Trip Completed,2016-07-12 13:24:00,2016-07-12 14:24:00,Tuesday,13,Afternoon
2381,City,200,Trip Completed,2016-07-12 19:41:00,2016-07-12 20:53:00,Tuesday,19,Evening
2912,Airport,200,Trip Completed,2016-07-13 06:13:27,2016-07-13 06:47:48,Wednesday,6,Morning
3453,Airport,200,Trip Completed,2016-07-13 16:56:55,2016-07-13 18:07:05,Wednesday,16,Afternoon
4180,Airport,200,Trip Completed,2016-07-14 05:18:07,2016-07-14 05:52:03,Thursday,5,Night
5122,City,200,Trip Completed,2016-07-14 20:04:32,2016-07-14 20:53:21,Thursday,20,Evening
5531,Airport,200,Trip Completed,2016-07-15 05:23:07,2016-07-15 06:26:16,Friday,5,Night
6582,City,200,Trip Completed,2016-07-15 21:22:16,2016-07-15 22:06:38,Friday,21,Night
406,Airport,201,Trip Completed,2016-07-11 08:36:00,2016-07-11 09:34:00,Monday,8,Morning
740,Airport,201,Trip Completed,2016-07-11 15:35:00,2016-07-11 16:15:00,Monday,15,Afternoon
1312,City,201,Trip Completed,2016-07-11 22:48:00,2016-07-11 23:37:00,Monday,22,Night
1540,Airport,201,Trip Completed,2016-07-12 06:04:00,2016-07-12 06:55:00,Tuesday,6,Morning
1962,City,201,Trip Completed,2016-07-12 11:59:00,2016-07-12 13:01:00,Tuesday,11,Morning
2173,Airport,201,Trip Completed,2016-07-12 17:34:00,2016-07-12 18:33:00,Tuesday,17,Evening
3375,City,201,Trip Completed,2016-07-13 14:12:23,2016-07-13 14:55:59,Wednesday,14,Afternoon
3540,City,201,Trip Completed,2016-07-13 17:58:52,2016-07-13 18:29:14,Wednesday,17,Evening
4671,City,201,Trip Completed,2016-07-14 12:29:14,2016-07-14 13:28:04,Thursday,12,Afternoon
5336,Airport,201,Trip Completed,2016-07-14 22:25:11,2016-07-14 23:41:47,Thursday,22,Night
5734,City,201,Trip Completed,2016-07-15 07:44:41,2016-07-15 08:53:11,Friday,7,Morning
197,City,202,Trip Completed,2016-07-11 06:00:00,2016-07-11 06:49:00,Monday,6,Morning
819,Airport,202,Trip Completed,2016-07-11 17:29:00,2016-07-11 18:12:00,Monday,17,Evening
1527,Airport,202,Trip Completed,2016-07-12 05:52:00,2016-07-12 07:07:00,Tuesday,5,Night
3229,Airport,202,Trip Completed,2016-07-13 09:54:42,2016-07-13 11:06:56,Wednesday,9,Morning
4638,City,202,Trip Completed,2016-07-14 11:38:13,2016-07-14 12:38:04,Thursday,11,Morning
5075,City,202,Trip Completed,2016-07-14 19:45:45,2016-07-14 20:25:43,Thursday,19,Evening
5455,City,202,Trip Completed,2016-07-15 03:47:48,2016-07-15 04:53:45,Friday,3,Night
5738,City,202,Trip Completed,2016-07-15 07:53:45,2016-07-15 08:20:46,Friday,7,Morning
6167,Airport,202,Trip Completed,2016-07-15 16:43:19,2016-07-15 17:24:19,Friday,16,Afternoon
220,Airport,203,Trip Completed,2016-07-11 06:11:00,2016-07-11 06:55:00,Monday,6,Morning
909,Airport,203,Trip Completed,2016-07-11 18:16:00,2016-07-11 19:07:00,Monday,18,Evening
1306,Airport,203,Trip Completed,2016-07-11 22:39:00,2016-07-11 23:46:00,Monday,22,Night
2998,City,203,Trip Completed,2016-07-13 07:16:45,2016-07-13 07:45:47,Wednesday,7,Morning
3415,City,203,Trip Completed,2016-07-13 15:28:02,2016-07-13 16:37:13,Wednesday,15,Afternoon
3789,City,203,Trip Completed,2016-07-13 20:49:13,2016-07-13 21:41:24,Wednesday,20,Evening
4227,Airport,203,Trip Completed,2016-07-14 05:49:34,2016-07-14 06:53:22,Thursday,5,Night
6490,City,203,Trip Completed,2016-07-15 20:29:24,2016-07-15 21:17:23,Friday,20,Evening
6712,Airport,203,Trip Completed,2016-07-15 23:02:31,2016-07-15 23:43:24,Friday,23,Night
583,Airport,204,Trip Completed,2016-07-11 11:08:00,2016-07-11 11:58:00,Monday,11,Morning
772,City,204,Trip Completed,2016-07-11 16:25:00,2016-07-11 17:36:00,Monday,16,Afternoon
1142,City,204,Trip Completed,2016-07-11 20:42:00,2016-07-11 21:40:00,Monday,20,Evening
1436,City,204,Trip Completed,2016-07-12 04:46:00,2016-07-12 05:22:00,Tuesday,4,Night
1986,City,204,Trip Completed,2016-07-12 12:32:00,2016-07-12 13:05:00,Tuesday,12,Afternoon
2508,Airport,204,Trip Completed,2016-07-12 21:04:00,2016-07-12 22:00:00,Tuesday,21,Night
2788,City,204,Trip Completed,2016-07-13 04:49:55,2016-07-13 05:56:07,Wednesday,4,Night
2956,Airport,204,Trip Completed,2016-07-13 06:42:12,2016-07-13 07:35:04,Wednesday,6,Morning
4518,City,204,Trip Completed,2016-07-14 09:18:42,2016-07-14 10:20:53,Thursday,9,Morning
4681,City,204,Trip Completed,2016-07-14 12:47:46,2016-07-14 13:22:59,Thursday,12,Afternoon
5041,City,204,Trip Completed,2016-07-14 19:20:06,2016-07-14 20:21:57,Thursday,19,Evening
6176,City,204,Trip Completed,2016-07-15 16:55:46,2016-07-15 17:44:51,Friday,16,Afternoon
542,Airport,205,Trip Completed,2016-07-11 10:06:00,2016-07-11 11:02:00,Monday,10,Morning
605,Airport,205,Trip Completed,2016-07-11 11:42:00,2016-07-11 12:31:00,Monday,11,Morning
1908,Airport,205,Trip Completed,2016-07-12 10:35:00,2016-07-12 11:40:00,Tuesday,10,Morning
3662,City,205,Trip Completed,2016-07-13 19:19:23,2016-07-13 20:20:17,Wednesday,19,Evening
4254,City,205,Trip Completed,2016-07-14 06:06:21,2016-07-14 07:12:50,Thursday,6,Morning
5337,City,205,Trip Completed,2016-07-14 22:21:28,2016-07-14 23:23:40,Thursday,22,Night
5430,City,205,Trip Completed,2016-07-15 02:35:11,2016-07-15 03:25:33,Friday,2,Night
6630,Airport,205,Trip Completed,2016-07-15 21:58:19,2016-07-15 22:50:50,Friday,21,Night
297,Airport,206,Trip Completed,2016-07-11 07:13:00,2016-07-11 07:43:00,Monday,7,Morning
501,City,206,Trip Completed,2016-07-11 09:37:00,2016-07-11 10:10:00,Monday,9,Morning
826,City,206,Trip Completed,2016-07-11 17:32:00,2016-07-11 18:39:00,Monday,17,Evening
2339,City,206,Trip Completed,2016-07-12 19:19:00,2016-07-12 20:12:00,Tuesday,19,Evening
3025,City,206,Trip Completed,2016-07-13 07:32:12,2016-07-13 08:45:26,Wednesday,7,Morning
4803,City,206,Trip Completed,2016-07-14 17:02:43,2016-07-14 18:17:52,Thursday,17,Evening
5893,City,206,Trip Completed,2016-07-15 09:42:11,2016-07-15 10:18:04,Friday,9,Morning
876,Airport,207,Trip Completed,2016-07-11 17:58:00,2016-07-11 18:33:00,Monday,17,Evening
1318,City,207,Trip Completed,2016-07-11 22:51:00,2016-07-11 23:45:00,Monday,22,Night
1477,Airport,207,Trip Completed,2016-07-12 05:16:00,2016-07-12 06:13:00,Tuesday,5,Night
2084,Airport,207,Trip Completed,2016-07-12 15:46:00,2016-07-12 16:40:00,Tuesday,15,Afternoon
2354,Airport,207,Trip Completed,2016-07-12 19:25:00,2016-07-12 20:09:00,Tuesday,19,Evening
3407,Airport,207,Trip Completed,2016-07-13 15:24:47,2016-07-13 16:34:49,Wednesday,15,Afternoon
3703,Airport,207,Trip Completed,2016-07-13 19:42:01,2016-07-13 20:50:38,Wednesday,19,Evening
4085,Airport,207,Trip Completed,2016-07-14 02:42:00,2016-07-14 03:28:10,Thursday,2,Night
4625,City,207,Trip Completed,2016-07-14 11:04:55,2016-07-14 12:14:46,Thursday,11,Morning
4866,City,207,Trip Completed,2016-07-14 17:35:53,2016-07-14 18:27:47,Thursday,17,Evening
1278,City,208,Trip Completed,2016-07-11 22:03:00,2016-07-11 23:05:00,Monday,22,Night
2037,City,208,Trip Completed,2016-07-12 14:13:00,2016-07-12 15:04:00,Tuesday,14,Afternoon
2567,Airport,208,Trip Completed,2016-07-12 21:37:00,2016-07-12 22:26:00,Tuesday,21,Night
2829,City,208,Trip Completed,2016-07-13 05:20:05,2016-07-13 06:17:18,Wednesday,5,Night
2918,Airport,208,Trip Completed,2016-07-13 06:20:10,2016-07-13 07:01:26,Wednesday,6,Morning
3362,Airport,208,Trip Completed,2016-07-13 13:37:26,2016-07-13 14:36:47,Wednesday,13,Afternoon
5615,City,208,Trip Completed,2016-07-15 06:27:11,2016-07-15 07:32:20,Friday,6,Morning
2008,Airport,209,Trip Completed,2016-07-12 13:23:00,2016-07-12 14:28:00,Tuesday,13,Afternoon
3031,Airport,209,Trip Completed,2016-07-13 07:32:39,2016-07-13 08:28:29,Wednesday,7,Morning
3500,Airport,209,Trip Completed,2016-07-13 17:31:22,2016-07-13 18:11:49,Wednesday,17,Evening
5079,City,209,Trip Completed,2016-07-14 19:40:11,2016-07-14 20:16:24,Thursday,19,Evening
5967,City,209,Trip Completed,2016-07-15 10:56:15,2016-07-15 11:55:28,Friday,10,Morning
6375,City,209,Trip Completed,2016-07-15 19:10:20,2016-07-15 20:24:42,Friday,19,Evening
1551,City,210,Trip Completed,2016-07-12 06:10:00,2016-07-12 06:54:00,Tuesday,6,Morning
2041,City,210,Trip Completed,2016-07-12 14:24:00,2016-07-12 15:13:00,Tuesday,14,Afternoon
2666,City,210,Trip Completed,2016-07-12 23:40:00,2016-07-13 00:22:19,Tuesday,23,Night
3348,City,210,Trip Completed,2016-07-13 13:12:47,2016-07-13 14:05:36,Wednesday,13,Afternoon
3518,Airport,210,Trip Completed,2016-07-13 17:45:55,2016-07-13 18:22:58,Wednesday,17,Evening
4205,City,210,Trip Completed,2016-07-14 05:35:58,2016-07-14 06:38:23,Thursday,5,Night
6346,Airport,210,Trip Completed,2016-07-15 18:48:48,2016-07-15 19:37:36,Friday,18,Evening
6433,City,210,Trip Completed,2016-07-15 19:52:00,2016-07-15 20:26:07,Friday,19,Evening
1471,City,211,Trip Completed,2016-07-12 05:09:00,2016-07-12 06:01:00,Tuesday,5,Night
1808,Airport,211,Trip Completed,2016-07-12 09:13:00,2016-07-12 10:30:00,Tuesday,9,Morning
2017,City,211,Trip Completed,2016-07-12 13:43:00,2016-07-12 14:22:00,Tuesday,13,Afternoon
4483,City,211,Trip Completed,2016-07-14 08:49:48,2016-07-14 09:21:33,Thursday,8,Morning
4639,Airport,211,Trip Completed,2016-07-14 11:31:09,2016-07-14 12:10:50,Thursday,11,Morning
4901,Airport,211,Trip Completed,2016-07-14 18:02:12,2016-07-14 18:31:27,Thursday,18,Evening
5357,City,211,Trip Completed,2016-07-14 23:09:23,2016-07-15 00:05:34,Thursday,23,Night
6214,Airport,211,Trip Completed,2016-07-15 17:35:20,2016-07-15 18:32:39,Friday,17,Evening
575,Airport,212,Trip Completed,2016-07-11 10:59:00,2016-07-11 11:51:00,Monday,10,Morning
753,Airport,212,Trip Completed,2016-07-11 15:58:00,2016-07-11 17:05:00,Monday,15,Afternoon
999,City,212,Trip Completed,2016-07-11 19:06:00,2016-07-11 20:20:00,Monday,19,Evening
1534,Airport,212,Trip Completed,2016-07-12 05:59:00,2016-07-12 06:58:00,Tuesday,5,Night
1773,Airport,212,Trip Completed,2016-07-12 08:57:00,2016-07-12 10:03:00,Tuesday,8,Morning
1890,City,212,Trip Completed,2016-07-12 10:08:00,2016-07-12 11:16:00,Tuesday,10,Morning
2609,Airport,212,Trip Completed,2016-07-12 22:00:00,2016-07-12 22:56:00,Tuesday,22,Night
2864,City,212,Trip Completed,2016-07-13 05:43:57,2016-07-13 06:10:20,Wednesday,5,Night
3134,City,212,Trip Completed,2016-07-13 08:40:06,2016-07-13 09:52:19,Wednesday,8,Morning
3302,City,212,Trip Completed,2016-07-13 11:41:45,2016-07-13 12:37:07,Wednesday,11,Morning
3999,Airport,212,Trip Completed,2016-07-13 23:40:57,2016-07-14 00:44:12,Wednesday,23,Night
4450,City,212,Trip Completed,2016-07-14 08:30:35,2016-07-14 09:07:03,Thursday,8,Morning
6376,City,212,Trip Completed,2016-07-15 19:12:24,2016-07-15 20:13:55,Friday,19,Evening
6622,Airport,212,Trip Completed,2016-07-15 21:46:05,2016-07-15 22:39:29,Friday,21,Night
87,City,213,Trip Completed,2016-07-11 04:46:00,2016-07-11 05:26:00,Monday,4,Night
859,City,213,Trip Completed,2016-07-11 17:49:00,2016-07-11 18:45:00,Monday,17,Evening
1170,City,213,Trip Completed,2016-07-11 20:55:00,2016-07-11 21:28:00,Monday,20,Evening
2511,City,213,Trip Completed,2016-07-12 21:07:00,2016-07-12 22:15:00,Tuesday,21,Night
3427,Airport,213,Trip Completed,2016-07-13 15:52:40,2016-07-13 16:56:33,Wednesday,15,Afternoon
5385,Airport,213,Trip Completed,2016-07-14 00:07:29,2016-07-14 00:44:29,Thursday,0,Night
4643,Airport,213,Trip Completed,2016-07-14 11:41:55,2016-07-14 12:32:12,Thursday,11,Morning
4850,Airport,213,Trip Completed,2016-07-14 17:34:36,2016-07-14 18:07:29,Thursday,17,Evening
5689,City,213,Trip Completed,2016-07-15 07:21:55,2016-07-15 07:59:29,Friday,7,Morning
600,City,214,Trip Completed,2016-07-11 11:38:00,2016-07-11 12:47:00,Monday,11,Morning
2053,Airport,214,Trip Completed,2016-07-12 14:50:00,2016-07-12 15:56:00,Tuesday,14,Afternoon
2256,Airport,214,Trip Completed,2016-07-12 18:25:00,2016-07-12 18:53:00,Tuesday,18,Evening
2947,City,214,Trip Completed,2016-07-13 06:35:59,2016-07-13 07:24:41,Wednesday,6,Morning
3834,City,214,Trip Completed,2016-07-13 21:21:52,2016-07-13 22:29:22,Wednesday,21,Night
4414,Airport,214,Trip Completed,2016-07-14 08:08:15,2016-07-14 08:57:44,Thursday,8,Morning
5901,City,214,Trip Completed,2016-07-15 09:53:12,2016-07-15 11:01:26,Friday,9,Morning
214,City,215,Trip Completed,2016-07-11 06:13:00,2016-07-11 06:53:00,Monday,6,Morning
423,City,215,Trip Completed,2016-07-11 08:36:00,2016-07-11 09:21:00,Monday,8,Morning
1138,City,215,Trip Completed,2016-07-11 20:30:00,2016-07-11 21:12:00,Monday,20,Evening
